lat,lon,date,vpd_avg,vpd_max,vpd_min,vpd_avg_1,vpd_max_1,vpd_min_1
28.19,97.0,2006-01-01,3.218395233,6.882536888,1.191396475,2.40118742,4.83436203,1.029908657
28.24,97.0,2006-01-01,3.218395233,6.882536888,1.191396475,2.40118742,4.83436203,1.029908657
28.24,96.99,2006-01-01,3.218395233,6.882536888,1.191396475,2.40118742,4.83436203,1.029908657
25.39,92.67,2006-01-01,3.702841759,10.93127155,0.000477791,3.055077314,10.14254189,0.000647545
25.47,92.61,2006-01-01,4.505245209,12.92238235,0.229324341,3.444155455,11.05213928,0.000328064
25.52,92.19,2006-01-01,5.070431232,13.76803875,0.669127464,3.836734295,11.46545696,0.20857048
27.4,92.6,2006-01-01,3.67646718,8.634464264,1.03207922,3.344488144,7.007239819,1.571478367
26.72,90.94,2006-01-01,9.830501556,21.04156494,2.346355438,9.377222061,21.15156174,2.149963379
25.96,92.19,2006-01-01,6.296401024,17.24171829,0.625908852,5.970336437,16.68149948,0.692972183
25.68,91.56,2006-01-01,5.102783203,12.12700081,1.652078629,4.141769409,9.568004608,0.834010124
25.45,91.13,2006-01-01,5.1784935,14.86730289,0.616384506,3.872862816,11.42034531,0.053468704
25.45,91.19,2006-01-01,5.1784935,14.86730289,0.616384506,3.872862816,11.42034531,0.053468704
28.43,93.81,2006-01-01,2.519061089,6.949253559,0.789417267,1.661264896,5.595877171,0.661008358
26.6,94.85,2006-01-02,3.943722963,10.27737141,0.581662178,4.284250736,10.48464775,0.853587151
26.79,95.2,2006-01-02,4.7441082,12.6532383,0.744317055,5.323903561,12.86083412,1.00483799
26.8,95.21,2006-01-02,4.7441082,12.6532383,0.744317055,5.323903561,12.86083412,1.00483799
27.33,92.18,2006-01-02,4.151987076,10.62767696,0.747215748,3.692952633,9.835105896,0.89136219
26.92,95.39,2006-01-02,6.879358768,14.90525818,2.801996231,6.62601614,14.14040756,2.597839355
28.84,95.88,2006-01-02,4.90372467,10.49448395,2.294435501,4.910246372,10.20894051,2.157315969
28.84,95.89,2006-01-02,4.90372467,10.49448395,2.294435501,4.910246372,10.20894051,2.157315969
26.58,94.86,2006-01-02,3.943722963,10.27737141,0.581662178,4.284250736,10.48464775,0.853587151
26.59,94.84,2006-01-02,3.943722963,10.27737141,0.581662178,4.284250736,10.48464775,0.853587151
26.59,94.86,2006-01-02,3.943722963,10.27737141,0.581662178,4.284250736,10.48464775,0.853587151
26.98,95.68,2006-01-02,6.518823147,13.38921738,3.135030746,6.181009293,12.48070812,2.906071663
26.59,94.83,2006-01-02,3.943722963,10.27737141,0.581662178,4.284250736,10.48464775,0.853587151
26.66,95.13,2006-01-02,4.7441082,12.6532383,0.744317055,5.323903561,12.86083412,1.00483799
26.59,94.94,2006-01-02,4.87717104,12.13041782,1.587258339,4.810743332,11.38954926,1.453117371
26.59,94.98,2006-01-02,4.87717104,12.13041782,1.587258339,4.810743332,11.38954926,1.453117371
26.58,94.98,2006-01-02,4.87717104,12.13041782,1.587258339,4.810743332,11.38954926,1.453117371
26.58,94.99,2006-01-02,4.87717104,12.13041782,1.587258339,4.810743332,11.38954926,1.453117371
26.46,94.95,2006-01-02,4.87717104,12.13041782,1.587258339,4.810743332,11.38954926,1.453117371
26.41,95.06,2006-01-02,4.87717104,12.13041782,1.587258339,4.810743332,11.38954926,1.453117371
25.99,94.36,2006-01-02,3.201051474,11.08223534,0.009902954,2.943543434,9.454563141,0.00624752
26.0,94.4,2006-01-02,3.356411695,11.68418789,0.006978035,3.471178532,10.74852657,0.006428719
23.97,77.33,2006-01-02,11.96334457,24.12906647,3.680346489,10.8680687,24.43851089,3.531338692
23.63,79.74,2006-01-02,12.16388893,25.16698265,4.300824165,12.02095604,25.82875824,4.517531395
27.79,88.44,2006-01-02,1.193441033,2.482533455,0.807984114,1.043321729,2.500022411,0.251922131
27.8,88.42,2006-01-02,1.193441033,2.482533455,0.807984114,1.043321729,2.500022411,0.251922131
27.15,92.38,2006-01-02,4.929397583,11.39213085,1.480257988,4.920286655,11.50567245,1.729784966
27.15,92.36,2006-01-03,3.642937422,9.505409241,0.733806133,4.151987076,10.62767696,0.747215748
27.16,92.36,2006-01-03,3.642937422,9.505409241,0.733806133,4.151987076,10.62767696,0.747215748
24.3,92.22,2006-01-03,6.207371712,14.84280968,0.299171448,7.4440732,17.97386551,0.771219254
23.9,92.41,2006-01-03,3.592844963,10.74945259,0.01763916,4.448544025,13.75825691,0.052128792
23.12,93.04,2006-01-03,4.300394058,13.09109688,0.000305176,4.393317223,15.13626099,0.002178192
28.5,94.79,2006-01-03,4.233904839,10.73960114,1.111633301,5.328749657,13.04850769,1.671988487
28.5,94.8,2006-01-03,4.233904839,10.73960114,1.111633301,5.328749657,13.04850769,1.671988487
28.49,94.79,2006-01-03,4.233904839,10.73960114,1.111633301,5.328749657,13.04850769,1.671988487
