lat,lon,date,vpd_avg,vpd_max,vpd_min,vpd_avg_1,vpd_max_1,vpd_min_1
27.14,95.59,2017-01-01,5.658707142,14.32223511,1.56707859,5.023510933,14.67685509,1.46451664
27.48,96.12,2017-01-01,5.5020895,15.72764587,0.667878151,4.685306549,16.66989326,0.510764122
28.66,96.21,2017-01-01,1.359414101,2.851711988,0.50463438,1.391687393,4.861402035,0.293676496
28.25,94.25,2017-01-01,3.558846712,8.077049255,1.617073536,5.54175663,13.0511322,2.098748207
13.77,75.78,2017-01-01,13.91828442,27.3576355,4.37023735,15.73039341,29.97542191,6.545557976
14.83,75.02,2017-01-01,12.69257641,30.73464203,0.282682419,16.24342346,31.86305428,6.707658768
18.42,73.24,2017-01-01,11.44294548,29.83412552,1.123998642,13.98685169,37.04807281,1.566166878
34.0,73.75,2017-01-01,2.958033323,7.615628242,0.869060516,3.680699348,8.597896576,1.109404564
26.06,94.42,2017-01-02,4.593725204,13.68793011,0.794934273,4.459298134,11.57284069,1.076397896
26.72,90.82,2017-01-02,9.475417137,21.82344627,3.231677055,8.371999741,21.23497772,1.905603409
20.05,78.39,2017-01-03,9.648720741,21.93471718,2.513672829,12.92102718,28.46175766,3.680138588
24.64,93.62,2017-01-03,4.002744675,15.06020927,0.146112442,4.684066772,16.29724121,0.566970825
26.58,94.81,2017-01-03,3.247897387,8.5744133,0.822904587,3.859467983,10.09843254,0.853209496
26.57,94.8,2017-01-03,3.247897387,8.5744133,0.822904587,3.859467983,10.09843254,0.853209496
26.57,94.81,2017-01-03,3.247897387,8.5744133,0.822904587,3.859467983,10.09843254,0.853209496
26.56,95.02,2017-01-03,3.443983793,8.699546814,1.128771782,3.770324469,10.05586815,0.879764557
26.54,95.01,2017-01-03,3.443983793,8.699546814,1.128771782,3.770324469,10.05586815,0.879764557
26.09,94.47,2017-01-03,3.808881044,11.15483475,0.599721909,4.593725204,13.68793011,0.794934273
26.03,94.44,2017-01-03,3.808881044,11.15483475,0.599721909,4.593725204,13.68793011,0.794934273
26.03,94.45,2017-01-03,3.808881044,11.15483475,0.599721909,4.593725204,13.68793011,0.794934273
28.56,95.18,2017-01-03,3.326126814,7.736560822,1.171730042,2.465391159,6.226768494,0.417432785
28.64,95.86,2017-01-03,2.346827507,4.41872406,1.185455322,2.09962368,3.628611088,1.14522171
28.66,96.2,2017-01-03,1.293012619,3.034489632,0.516900063,1.23396039,2.873037338,0.510545015
28.66,96.21,2017-01-03,1.293012619,3.034489632,0.516900063,1.23396039,2.873037338,0.510545015
28.09,94.77,2017-01-03,6.655058861,16.26250648,1.908127785,5.946722984,15.18459034,1.967617989
26.75,90.72,2017-01-03,8.660881996,20.41436768,2.501073837,9.475417137,21.82344627,3.231677055
27.15,95.57,2017-01-03,5.044901848,12.11601067,1.975434303,5.007135868,12.82318306,1.843679428
27.14,95.58,2017-01-03,5.044901848,12.11601067,1.975434303,5.007135868,12.82318306,1.843679428
26.91,95.42,2017-01-03,4.728316784,10.20403862,2.271290779,4.792086601,11.36562157,2.069156647
26.67,94.85,2017-01-03,4.944236279,13.16762352,0.845575333,5.172087193,14.47413063,0.764451027
26.64,94.83,2017-01-03,4.944236279,13.16762352,0.845575333,5.172087193,14.47413063,0.764451027
26.65,94.84,2017-01-03,4.944236279,13.16762352,0.845575333,5.172087193,14.47413063,0.764451027
26.64,94.84,2017-01-03,4.944236279,13.16762352,0.845575333,5.172087193,14.47413063,0.764451027
26.68,95.14,2017-01-03,4.32601738,10.34572315,1.293569565,4.636350632,11.71255493,1.507515907
26.61,94.87,2017-01-03,3.247897387,8.5744133,0.822904587,3.859467983,10.09843254,0.853209496
13.51,76.7,2017-01-03,17.32484818,32.3819046,6.037331581,15.1995697,28.52284241,2.880720139
26.42,95.0,2017-01-04,2.280127525,6.14755249,0.776069641,3.443983793,8.699546814,1.128771782
26.08,91.84,2017-01-04,5.103639126,17.35172272,0.455731392,4.817905426,16.9123764,0.389816284
26.34,94.94,2017-01-04,1.802504182,5.078665733,0.265471458,3.674113035,9.46006012,0.650691032
26.34,94.95,2017-01-04,1.802504182,5.078665733,0.265471458,3.674113035,9.46006012,0.650691032
