lat,lon,date,vpd_avg,vpd_max,vpd_min,vpd_avg_1,vpd_max_1,vpd_min_1
19.13,78.86,2008-01-01,13.96737671,29.36670685,2.667181015,13.7049942,29.44023323,3.567644119
23.14,79.16,2008-01-01,11.38329601,21.57165146,3.368498802,8.759128571,19.74454689,2.367939949
26.75,90.89,2008-01-01,6.610703468,16.7842617,2.344823837,5.434633255,12.24518394,1.601593971
29.44,79.44,2008-01-01,5.893643856,15.11143494,1.552241325,6.157608509,15.6641674,0.989449978
29.75,79.15,2008-01-01,4.869961262,12.84247017,1.148251057,6.359572411,15.15012169,1.395352364
29.71,79.55,2008-01-01,5.341888428,14.03454781,1.608924389,6.466491699,16.10435486,1.178473473
20.34,75.12,2008-01-01,13.22469711,29.56850815,2.899057388,14.04389668,27.35057831,3.700247765
29.34,79.45,2008-01-02,5.857561588,13.64581394,1.756028175,5.876810551,14.51947975,1.445402145
29.41,79.8,2008-01-02,5.77037096,13.65560055,1.954075813,5.956442833,14.54573059,1.322609901
30.04,80.57,2008-01-02,3.298750877,6.146960258,1.765211821,3.325294495,6.786884785,1.112845898
30.14,79.8,2008-01-02,2.233123541,4.284096718,1.272378206,2.472242832,4.810120583,0.915646076
30.77,78.26,2008-01-02,5.212317944,9.676376343,3.06120491,5.063057899,9.893221855,2.545811653
31.54,77.65,2008-01-02,2.203276157,4.887187004,0.716993451,2.397185802,5.269446373,0.967763662
32.84,75.9,2008-01-02,2.784641504,5.879922867,1.383552551,2.423351765,4.838794708,0.868750334
22.86,77.62,2008-01-02,9.688299179,17.75358963,5.725152016,10.54121685,20.084095,5.531191826
10.17,77.26,2008-01-02,7.588115215,16.93899155,1.43558979,7.701803684,16.23108864,0.652362823
26.95,95.31,2008-01-02,3.647452354,10.26769829,1.22317791,4.000850201,10.62096405,1.022205353
26.57,95.0,2008-01-02,2.897798538,8.336750984,0.412782669,3.159597635,9.368644714,0.516222954
26.57,95.01,2008-01-02,2.897798538,8.336750984,0.412782669,3.159597635,9.368644714,0.516222954
26.55,95.0,2008-01-02,2.897798538,8.336750984,0.412782669,3.159597635,9.368644714,0.516222954
26.52,94.96,2008-01-02,2.897798538,8.336750984,0.412782669,3.159597635,9.368644714,0.516222954
26.51,94.94,2008-01-02,2.897798538,8.336750984,0.412782669,3.159597635,9.368644714,0.516222954
26.44,95.05,2008-01-02,2.897798538,8.336750984,0.412782669,3.159597635,9.368644714,0.516222954
26.07,94.42,2008-01-02,2.266229153,8.548418999,0.149082184,2.966141224,10.90062809,0.055071831
25.98,94.34,2008-01-02,2.308656693,8.648687363,0.276685715,2.716516733,9.383270264,0.253695488
25.98,94.35,2008-01-02,2.308656693,8.648687363,0.276685715,2.716516733,9.383270264,0.253695488
28.06,96.03,2008-01-02,5.698283195,12.94561291,1.927103043,5.780854225,13.72541046,2.258573532
27.45,92.2,2008-01-02,2.337730169,6.164907455,0.59859395,2.009510279,5.599135876,0.339072704
27.73,93.94,2008-01-02,3.479337215,9.410552025,0.894684792,2.675833464,8.012288094,0.148118019
27.14,95.71,2008-01-02,3.72106576,10.22425842,1.225581169,4.30783987,11.6123848,1.37323761
27.14,95.72,2008-01-02,3.72106576,10.22425842,1.225581169,4.30783987,11.6123848,1.37323761
8.29,77.37,2008-01-02,10.82275963,22.15740013,3.18113327,11.74696159,20.15929222,2.527048111
12.65,75.95,2008-01-02,13.63219166,28.96911621,1.746570587,12.83518696,27.91505051,1.973623276
18.59,82.46,2008-01-02,9.680835724,26.69898224,0.001250267,11.85312176,27.51268768,0.293334961
17.86,82.1,2008-01-02,9.831145287,26.20496559,0.428314209,10.8114872,29.89547729,0.617424011
25.8,76.81,2008-01-02,9.082597733,17.04470062,4.000348091,10.19756794,18.4933548,3.047830582
34.03,74.0,2008-01-02,2.700744629,5.585340023,1.261026144,2.79594326,5.815439224,1.517658949
26.99,95.66,2008-01-03,3.835207462,10.25320244,1.140678406,4.143364906,9.584035873,1.667408943
26.99,95.65,2008-01-03,3.835207462,10.25320244,1.140678406,4.143364906,9.584035873,1.667408943
26.64,94.86,2008-01-03,4.372639656,12.64367294,0.48733139,3.690292358,11.46240425,0.475500107
26.64,94.85,2008-01-03,4.372639656,12.64367294,0.48733139,3.690292358,11.46240425,0.475500107
26.65,94.86,2008-01-03,4.372639656,12.64367294,0.48733139,3.690292358,11.46240425,0.475500107
26.65,94.85,2008-01-03,4.372639656,12.64367294,0.48733139,3.690292358,11.46240425,0.475500107
